Popularity,Market Category,Market Category,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
454,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1439,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1013,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2009,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1720,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1624,"Luxury,Performance","Luxury,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1624,Luxury,Luxury,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,"Hatchback,Performance","Hatchback,Performance",,,,,,,,,,,,,,,,,,,,,,,,
1851,Performance,Performance,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
1851,Hatchback,Hatchback,,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
5657,"Factory Tuner,High-Performance","Factory Tuner,High-Performance",,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
481,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
2031,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,Hybrid,Hybrid,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
549,Flex Fuel,Flex Fuel,,,,,,,,,,,,,,,,,,,,,,,,
